zip,county_id
95354,50
95355,50
95356,50
95357,50
95358,50
95360,50
95361,50
95363,50
95364,55
95365,24
95366,39
95367,50
95368,50
95369,24
95370,55
95372,55
95373,55
95374,24
95375,55
95376,39
95377,39
95378,39
95379,55
95380,50
95381,50
95382,50
95383,55
95385,50
95386,50
95387,50
95388,24
95389,22
95391,39
95397,50
95401,49
95402,49
95403,49
95404,49
95405,49
95406,49
95407,49
95409,49
95410,23
95412,49
95415,23
95416,49
95417,23
95418,23
95419,49
95420,23
95421,49
95422,17
95423,17
95424,17
95425,49
95426,17
95427,23
95428,23
95429,23
95430,49
95431,49
95432,23
95433,49
95435,17
95436,49
95437,23
95439,49
95441,49
95442,49
95443,17
95444,49
95445,23
95446,49
95448,49
95449,23
95450,49
95451,17
95452,49
95453,17
95454,23
95456,23
95457,17
95458,17
95459,23
95460,23
95461,17
95462,49
95463,23
95464,17
95465,49
95466,23
95467,17
95468,23
95469,23
95470,23
95471,49
95472,49
95473,49
95476,49
95480,49
95481,23
95482,23
95485,17
95486,49
95487,49
95488,23
95490,23
95492,49
95493,17
95494,23
95497,49
95501,12
95502,12
95503,12
95511,12
95514,12
95518,12
95519,12
95521,12
95524,12
95525,12
95526,12
95527,53
95528,12
95531,8
95532,8
95534,12
95536,12
95537,12
95538,8
95540,12
95542,12
95543,8
95545,12
95546,12
95547,12
95548,8
95549,12
95550,12
95551,12
95552,53
95553,12
95554,12
95555,12
95556,12
95558,12
95559,12
95560,12
95562,12
95563,53
95564,12
95565,12
95567,8
95568,47
95569,12
95570,12
95571,12
95573,12
95585,23
95587,23
95589,12
95595,53
95601,3
95602,31
95603,31
95604,31
95605,57
95606,57
95607,57
95608,34
95609,34
95610,34
95611,34
95612,57
95613,9
95614,9
95615,34
95616,57
95617,57
95618,57
95619,9
95620,48
95621,34
95623,9
95624,34
95625,48
95626,34
95627,57
95628,34
95629,3
95630,34
95631,31
95632,34
95633,9
95634,9
95635,9
95636,9
95637,57
95638,34
95639,34
95640,3
95641,34
95642,3
95644,9
95645,57
95646,2
95648,31
95650,31
95651,9
95652,34
95653,57
95654,3
95655,34
95656,9
95658,31
95659,51
95660,34
95661,31
95662,34
95663,31
95664,9
95665,3
95666,3
95667,9
95668,51
95669,3
95670,34
95671,34
95672,9
95673,34
95674,51
95675,3
95676,51
95677,31
95678,31
95679,57
95680,34
95681,31
95682,9
95683,34
95684,9
95685,3
95686,39
95687,48
95688,48
95689,3
95690,34
95691,57
95692,58
95693,34
95694,57
95695,57
95696,48
95697,57
95698,57
95699,3
95701,31
95703,31
95709,9
95712,29
95713,31
95714,31
95715,31
95717,31
95720,9
95721,9
95722,31
95724,31
95726,9
95728,31
95735,9
95736,31
95741,34
95742,34
95746,31
95747,31
95757,34
95758,34
95759,34
95762,9
95763,34
95765,31
95776,57
95798,57
95799,57
95811,34
95812,34
95813,34
95814,34
95815,34
95816,34
95817,34
95818,34
95819,34
95820,34
95821,34
95822,34
95823,34
95824,34
95825,34
95826,34
95827,34
95828,34
95829,34
95830,34
95831,34
95832,34
95833,34
95834,34
95835,34
95836,34
95837,34
95838,34
95840,34
95841,34
95842,34
95843,34
95851,34
95852,34
95853,34
95860,34
95864,34
95865,34
95866,34
95867,34
95887,34
95894,34
95899,34
95901,58
95903,58
95910,46
95912,6
95913,11
95914,4
95915,32
95916,4
95917,4
95918,58
95919,58
95920,11
95922,58
95923,32
95924,29
95925,58
95926,4
95927,4
95928,4
95929,4
95930,4
95932,6
95934,32
95935,58
95936,46
95937,57
95938,4
95939,11
95940,4
95941,4
95942,4
95943,11
95944,46
95945,29
95946,29
95947,32
95948,4
95949,29
95950,6
95951,11
95953,51
95954,4
95955,6
95956,32
95957,51
95958,4
95959,29
95960,29
95961,58
95962,58
95963,11
95965,4
95966,4
95967,4
95968,4
95969,4
95970,6
95971,32
95972,58
95973,4
95974,4
95975,29
95976,4
95977,29
95978,4
95979,6
95980,32
95981,32
95982,51
95983,32
95984,32
95986,29
95987,6
95988,11
95991,51
95992,51
95993,51
96001,45
96002,45
96003,45
96006,25
96007,45
96008,45
96009,18
96010,53
96011,45
96013,45
96014,47
96015,25
96016,45
96017,45
96019,45
96020,32
96021,52
96022,52
96023,47
96024,53
96025,47
96027,47
96028,45
96029,52
96031,47
96032,47
96033,45
96034,47
96035,52
96037,47
96038,47
96039,47
96040,45
96041,53
96044,47
96046,53
96047,45
96048,53
96049,47
96050,47
96051,45
96052,53
96054,25
96055,52
96056,45
96057,47
96058,47
96059,52
96061,52
96062,45
96063,52
96064,47
96065,45
96067,47
96068,18
96069,45
96070,45
96071,45
96073,45
96074,52
96075,52
96076,53
96078,52
96079,45
96080,52
96084,45
96085,47
96086,47
96087,45
96088,45
96089,45
96090,52
96091,53
96092,52
96093,53
96094,47
96095,45
96096,45
96097,47
96099,45
96101,25
96103,32
96104,25
96105,32
96106,32
96107,26
96108,25
96109,18
96110,25
96111,29
96112,25
96113,18
96114,18
96115,25
96116,25
96117,18
96118,46
96119,18
96120,2
96121,18
96122,32
96123,18
96124,46
96125,46
96126,46
96127,18
96128,18
96129,32
96130,18
96132,18
96133,26
96134,47
96135,32
96136,18
96137,18
96140,31
96141,31
96142,9
96143,31
96145,31
96146,31
96148,31
96150,9
96151,9
96152,9
96154,9
96155,9
96156,2
96157,9
96158,9
96160,29
96161,29
96162,31
